link,Price
https://www.carlist.my/used-cars/ford-focus-2-0-titanium-plus-sunroof-keyless-pushstart-autopark-tiptop-likenew/5789571,"RM 27,800"
https://www.carlist.my/used-cars/ford-focus-2-0-ti-vct-sport-keyless-push-start-likenew/6343089,"RM 34,800"
https://www.carlist.my/used-cars/honda-accord-2-0-vti-i-vtec-mugen-tiptop-likenew/6318653,"RM 33,800"
https://www.carlist.my/used-cars/honda-city-1-5-e-i-vtec-paddleshift-modulo-tiptop-likenew/6508427,"RM 29,800"
https://www.carlist.my/used-cars/honda-insight-1-3-hybrid-ima-econ-mugen-facelift-tiptop-condition/6281780,"RM 28,800"
https://www.carlist.my/used-cars/honda-accord-2-0-vti-i-vtec-modulo-tiptop-facelift-likenew/6410350,"RM 22,800"
https://www.carlist.my/used-cars/2007-mazda-rx-8-1-3-renesis-rotary-sport-likenew-reg-2010/6287093,"RM 46,800"
https://www.carlist.my/used-cars/2010-mazda-3-2-0-sport-activematic-direct-hatchback-tiptop-likenew-reg-2012/6429358,"RM 31,800"
https://www.carlist.my/used-cars/mazda-cx-5-2-0-skyactiv-g-keyless-pushstart-navi-reversecamera-likenew/6472756,"RM 73,800"
https://www.carlist.my/used-cars/2015-mitsubishi-attrage-1-2-gs-mivec-eco-fuel-keyless-pushstart-likenew-fsr-reg-2016/6437136,"RM 31,800"
https://www.carlist.my/used-cars/2008-mercedes-benz-c180k-1-8-w204-amg-sport-likenew-reg-2011/6525092,"RM 45,800"
https://www.carlist.my/used-cars/2015-proton-preve-1-6-cfe-at-r3-turbo-full-spec-perfect-condition/6563366,"RM 23,900"
https://www.carlist.my/used-cars/2016-isuzu-d-max-2-5-z-prestige-pickup-truck-full-spec-perfect-condition/6626659,"RM 61,900"
https://www.carlist.my/used-cars/2017-bmw-x5-2-0-xdrive40e-m-sport-suv-full-spec-perfect-condition/6626728,"RM 203,900"
https://www.carlist.my/used-cars/2012-proton-saga-1-3-flx-standard-sedan-tip-top-condition/6530307,"RM 7,900"
https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-se-full-bodykits-full-spec/6474479,"RM 20,900"
https://www.carlist.my/used-cars/2016-bmw-x4-2-0-xdrive28i-m-sport-suv-m-sport-full-spec-perfect-condition/6580448,"RM 189,900"
https://www.carlist.my/used-cars/2014-mercedes-benz-c180-1-8-cgi-amg-blueefcy-c200-c250/6557902,"RM 52,900"
https://www.carlist.my/used-cars/2009-mercedes-benz-e250-cgi-1-8-avantgarde-w212-blueefficiency-5g-luxury-likenew-reg-2011/6140645,"RM 71,800"
https://www.carlist.my/used-cars/2005-toyota-estima-2-4-aeras-mpv-full-spec-perfect-condition/6605494,"RM 29,900"
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-full-spec-full-services-rekod/6460440,"RM 22,900"
https://www.carlist.my/used-cars/2013-nissan-grand-livina-1-8-nismo-impuls-mpv-full-spec-perfect-condition/6444287,"RM 33,900"
https://www.carlist.my/used-cars/2007-honda-accord-2-0-vti-s-sedan-new-facelift-model/6557954,"RM 22,900"
https://www.carlist.my/used-cars/2014-honda-city-1-5-e-i-vtec-sedan-full-spec/6599920,"RM 38,900"
https://www.carlist.my/used-cars/2014-perodua-myvi-1-5-se-hatchback/6631756,"RM 34,000"
https://www.carlist.my/used-cars/mercedes-benz-e230-2-5-avantgarde-w211-tiptop-facelift-likenew/6101025,"RM 48,800"
https://www.carlist.my/used-cars/2012-true-proton-persona-1-6-a-se-service-record-raya-puasa-promotion/6563598,"RM 15,333"
https://www.carlist.my/used-cars/kia-cerato-k3-1-6-a-sedan-memory-seat-reverse-camera-sport-rim/6389255,"RM 38,800"
https://www.carlist.my/used-cars/2012-hyundai-grand-starex-2-5-royale-gls-premium-mpv-looks-like-new/6654335,"RM 67,800"
https://www.carlist.my/used-cars/2013-hyundai-santa-fe-2-4-muka-3k-sahaja/6651933,"RM 56,800"
https://www.carlist.my/used-cars/2016-mercedes-benz-c250-2-0-amg-ckd-a-muka-1k/6651996,"RM 221,800"
https://www.carlist.my/used-cars/2014-mercedes-benz-c200-2-0-amg-muka-2k-sahaja/6651970,"RM 86,800"
https://www.carlist.my/used-cars/2014-hyundai-elantra-1-8-premium-sedan-looks-like-new/6651316,"RM 42,800"
https://www.carlist.my/used-cars/2015-mazda-2-1-5-skyactiv-g-sedan-looks-like-new/6651353,"RM 52,800"
https://www.carlist.my/used-cars/2017-mazda-3-2-0-skyactiv-g-gl-sedan-look-like-new/6651365,"RM 82,800"
https://www.carlist.my/used-cars/2015-mazda-3-2-0-skyactiv-g-high-sedan-looks-like-new/6651361,"RM 70,800"
https://www.carlist.my/used-cars/2016-mazda-cx-3-2-0-skyactiv-suv-looks-like-new/6651340,"RM 82,800"
https://www.carlist.my/used-cars/2011-proton-saga-1-3-flx-executive-sedan-manual-spec-selling-cheap-nego-til-let-go-call-now/6631434,"RM 6,800"
https://www.carlist.my/used-cars/2014-proton-saga-1-3-flx-executive-sedan-one-hand-high-loan-value-call-now-get-fast/6445450,"RM 13,800"
https://www.carlist.my/used-cars/ford-focus-2-0-sport-plus-sunroof-keyless-pushstart-autopark-likenew/6466144,"RM 37,800"
https://www.carlist.my/used-cars/volkswagen-polo-1-6-comfortline-hatchback-6speed-facelift-likenew-fsr/6578640,"RM 43,800"
https://www.carlist.my/used-cars/honda-cr-v-2-4-i-vtec-4wd-paddleshift-navi-reversecamera-econ-facelift-likenew/6575700,"RM 69,800"
https://www.carlist.my/used-cars/volkswagen-passat-1-8-tsi-sport-7speed-dsg-tiptop-superb-likenew/6576040,"RM 41,800"
https://www.carlist.my/used-cars/2015-volkswagen-the-beetle-1-2-tsi-club-demo-unit-47km-full-servise-record-facelift-led-daylight-headlamp-limited-unit-stock/6657018,"RM 77,888"
https://www.carlist.my/used-cars/volkswagen-beetle-1-2-tsi-coupe-7speed-dsg-facelift-superb-likenew-fsr/6575995,"RM 63,800"
https://www.carlist.my/used-cars/2008-lexus-rx400h-3-3-v6-hybrid-facelift-sunroof-reg-2013/6343164,"RM 51,800"
https://www.carlist.my/used-cars/2011-volkswagen-passat-1-8-tsi-sport-dsg-7speed-likenew-reg-2012/6580000,"RM 39,800"
https://www.carlist.my/used-cars/2009-audi-tt-2-0-s-line-tfsi-quattro-coupe-sport-super-likenew-reg-2013/6588584,"RM 68,800"
https://www.carlist.my/used-cars/nissan-grand-livina-1-6-impul-tiptop-full-sscus/6588866,"RM 23,800"
https://www.carlist.my/used-cars/2005-toyota-avanza-1-3-a-tip-top-condition-b-list-kaotim/6291866,"RM 15,718"
https://www.carlist.my/used-cars/2017-perodua-axia-998-g-hatchback-high-loan-amount-high-trade-in-value-call-now-get-fast/6657169,"RM 22,800"
https://www.carlist.my/used-cars/2015-toyota-camry-2-5-hybrid-sedan/6657162,"RM 96,800"
https://www.carlist.my/used-cars/perodua-viva-989-a-ez-elite-hatchback-one-vvip-owner-service-on-time-100-accident-free-high-loan-tip-top-condition-must-view/6643959,"RM 17,800"
https://www.carlist.my/used-cars/kia-forte-1-6-a-sx-sedan-one-owner-full-leather-bodykit-paddle-shift-push-start-accident-free-high-loan-tip-top-condition-must-view/6643976,"RM 23,800"
https://www.carlist.my/used-cars/perodua-axia-998-a-g-hatchback-full-service-record-at-perodua-one-lady-owner-accident-free-high-loan-tip-top-condition-must-view/6516753,"RM 22,800"
https://www.carlist.my/used-cars/perodua-myvi-1-5-a-se-hatchback-one-lady-owner-service-on-time-100-accident-free-high-loan-tip-top-condition-must-view/6525632,"RM 34,800"
https://www.carlist.my/used-cars/perodua-myvi-1-3-a-g-hatchback-one-lady-owner-service-on-time-100-accident-free-high-loan-tip-top-condition-must-view/6561627,"RM 28,800"
https://www.carlist.my/used-cars/kia-forte-1-6-a-sx-sedan-one-owner-full-spec-push-start-paddle-shift-accident-free-high-loan-tip-top-condition-must-view/6495590,"RM 28,800"
https://www.carlist.my/used-cars/hyundai-santa-fe-2-2-a-crdi-premium-suv-one-owner-push-start-leather-seat-sunroof-keyless-accident-free-high-loan-tip-top-condition-must-view/6653166,"RM 37,800"
https://www.carlist.my/used-cars/2014-honda-accord-2-0-i-vtec-vti-l-sedan-one-hand-owner-tip-top-condition-like-new-clean-interior-and-exterior-low-mileage/6558068,"RM 45,800"
https://www.carlist.my/used-cars/2017-perodua-myvi-1-5-se-hatchback-one-hand-owner-high-loan-value-high-trade-in-value-call-now-get-fast/6503944,"RM 35,800"
https://www.carlist.my/used-cars/2003-bmw-325i-2-5-sedan-one-hand-owner-tip-top-condition-high-trade-in-value/6229871,"RM 17,800"
https://www.carlist.my/used-cars/2008-mini-cooper-1-6-s-r56-a-full-service-record/6655510,"RM 58,800"
https://www.carlist.my/used-cars/2011-proton-inspira-2-0-premium-a-free-warranty/6563072,"RM 33,800"
https://www.carlist.my/used-cars/bmw-320d-m-sports-2-0-f30-diesel-twinturbo-likenew/6331604,"RM 78,800"
https://www.carlist.my/used-cars/audi-a4-1-8-tfsi-s-line-b8-paddleshift-keyless-pushstart-tiptop-superb-likenew/5746380,"RM 40,800"
https://www.carlist.my/used-cars/2008-bentley-continental-flying-spur-6-0-w12-twinturbo-sunroof-powerboot-3dvd-monitor-luxury-reg-2013/5277132,"RM 116,800"
https://www.carlist.my/used-cars/2009-toyota-vios-1-5-g-sedan-high-spec-high-loan-amount-high-trade-in-value-call-now-get-fast/6631326,"RM 23,800"
https://www.carlist.my/used-cars/land-rover-range-rover-sport-5-0-v8-supercharged-suv-like-new-car-2-digit-no/6632330,"RM 353,800"
https://www.carlist.my/used-cars/2014-nissan-almera-1-5-e-sedan-full-service-record-nissan-4-new-tyre/6365730,"RM 27,800"
https://www.carlist.my/used-cars/bmw-320d-2-0-m-sport-sedan-new-facelift-f-s-record-must-view/6365749,"RM 132,800"
https://www.carlist.my/used-cars/honda-cr-v-2-0-i-vtec-suv-new-facelift-full-spec/6436033,"RM 86,800"
https://www.carlist.my/used-cars/2012-volkswagen-tiguan-2-0-tsi-suv/6657059,"RM 45,800"
https://www.carlist.my/used-cars/peugeot-208-1-6-a-55k-km-f-service-under-warranty-peugeot-1-house-wife-owner-service-record-peugeot/6264225,"RM 24,800"
https://www.carlist.my/used-cars/mercedes-benz-e240-avantgarde-cbu-2-6-a-1-director-owner-car-king-condition/6437707,"RM 29,800"
https://www.carlist.my/used-cars/2007-mitsubishi-triton-2-5-a-di-d-mivec-turbo-4x4-pickup-truck/6639482,"RM 38,800"
https://www.carlist.my/used-cars/2013-honda-cr-v-2-0-i-vtec-suv-1-house-wife-owner-reverse-camera-car-king-condition/6044091,"RM 61,800"
https://www.carlist.my/used-cars/mercedes-benz-c200-k-ckd-1-8-a-nice-sport-rims/6495569,"RM 44,800"
https://www.carlist.my/used-cars/2014-mazda-cx-5-2-0-skyactiv-g-high-spec-suv-full-service-record-at-mazda-4-new-tyre-michelin/6212763,"RM 66,800"
https://www.carlist.my/used-cars/toyota-estima-2-4g-a-2-power-door-a-pilot-malay-owner-super-clean-interior-excellent-cond/6495559,"RM 62,800"
https://www.carlist.my/used-cars/mercedes-benz-c250-cgi-1-8-ckd-a-headmaster-owner-super-clean-interior/6224744,"RM 57,800"
https://www.carlist.my/used-cars/honda-civic-2-0-i-vtec-a-modify-sport-car/6643916,"RM 41,800"
https://www.carlist.my/used-cars/2015-mercedes-benz-gla250-2-0-4matic-suv/6655648,"RM 158,000"
https://www.carlist.my/used-cars/toyota-hilux-2-4-a-g-vnt-revo-l-edition-turbo-interccoler-4x4-pickup-truck/6650483,"RM 92,800"
https://www.carlist.my/used-cars/16-17-toyota-hilux-2-4-m-g-revo-n80-l-edition-4x4-pickup-truck/6488784,"RM 76,800"
https://www.carlist.my/used-cars/2013-toyota-hilux-3-0-a-g-vnt-turbo-interccoler-4x4-pickup-truck/6078949,"RM 65,800"
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-a-g-vnt-turbo-interccoler-4x4-pickup-truck/6578109,"RM 69,800"
https://www.carlist.my/used-cars/2009-toyota-hilux-2-5-m-g-d-4d-turbo-4x4-pickup-truck/6524832,"RM 44,800"
https://www.carlist.my/used-cars/2014-isuzu-d-max-2-5-a-vgs-turbo-interccoler-4x4-pickup-truck/6305775,"RM 61,800"
https://www.carlist.my/used-cars/hyundai-tucson-2-0-gls-premium-panaromic-roof/6573604,"RM 34,888"
https://www.carlist.my/used-cars/2010-audi-a4-1-8-tfsi-sedan/6422247,"RM 40,888"
https://www.carlist.my/used-cars/2016-isuzu-d-max-2-5-m-vgs-turbo-interccoler-4x4-pickup-truck/6289903,"RM 54,800"
https://www.carlist.my/used-cars/2010-toyota-estima-2-4-aeras-mpv-10-14-toyota-estima-2-4-aeras-s-package-facelift/6481816,"RM 88,888"
https://www.carlist.my/used-cars/09-12-toyota-vellfire-3-5-vl-cool-box-auto-parking-pilot-seat-sunroof/6481829,"RM 86,888"
https://www.carlist.my/used-cars/2015-honda-civic-1-8-s-i-vtec-sedan/6258967,"RM 56,888"
https://www.carlist.my/used-cars/2015-perodua-axia-998-g-hatchback/6232559,"RM 21,888"
https://www.carlist.my/used-cars/toyota-rav4-2-0-new-facelift-trd-edition/6529833,"RM 23,888"
https://www.carlist.my/used-cars/2012-naza-forte-2-0-sx-enhanced-6-speed-leather-seat/6481838,"RM 25,888"
https://www.carlist.my/used-cars/2013-ford-fiesta-1-6-sport-hatchback/6573671,"RM 22,888"
https://www.carlist.my/used-cars/2005-09-toyota-harrier-2-4-240g-premium-l-black-interior/6603926,"RM 37,888"
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-one-lady-owner/6257325,"RM 26,888"
https://www.carlist.my/used-cars/2009-mazda-3-2-0-sport-activematic-direct-sedan/6232495,"RM 25,888"
https://www.carlist.my/used-cars/2013-hyundai-elantra-1-6-gls-sedan/6441940,"RM 35,888"
https://www.carlist.my/used-cars/2011-proton-persona-1-6-elegance-facelift-model-one-owner/6416045,"RM 13,888"
https://www.carlist.my/used-cars/2014-honda-city-1-5-v-i-vtec-sedan/6221108,"RM 49,888"
https://www.carlist.my/used-cars/2010-toyota-avanza-1-5-g-mpv/6573657,"RM 26,888"
https://www.carlist.my/used-cars/2002-toyota-camry-2-4-v-excellent-condition/6603916,"RM 18,888"
https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-sxi-hatchback-manual-selling-below-market-price-selling-fast-selling-urgent/6656992,"RM 12,800"
https://www.carlist.my/used-cars/2015-toyota-corolla-altis-1-8-g-sedan/6655825,"RM 69,800"
https://www.carlist.my/used-cars/2011-nissan-sylphy-2-0-luxury-sedan-under-warranty-good-condition/6656791,"RM 25,888"
https://www.carlist.my/used-cars/2010-nissan-sylphy-2-0-luxury-navi/6656927,"RM 26,800"
https://www.carlist.my/used-cars/2015-18-toyota-vellfire-2-5-z-g-edition-mpv-7-seater-2-power-doors-original-low-mileage/6639934,"RM 209,800"
https://www.carlist.my/used-cars/2014-bmw-116i-1-6-hatchback-1-carefull-owner-low-mileage-under-warranty-good-condition/6656842,"RM 66,888"
https://www.carlist.my/used-cars/2010-ferrari-california-4-3-convertible-naza-full-record/6656860,"RM 538,000"
https://www.carlist.my/used-cars/2015-perodua-myvi-1-5-se-facelift-a/6656734,"RM 34,800"
https://www.carlist.my/used-cars/2008-toyota-land-cruiser-4-7-ax-suv/6394339,"RM 128,800"
https://www.carlist.my/used-cars/2006-toyota-harrier-2-4-240g-suv/6588024,"RM 43,800"
https://www.carlist.my/used-cars/2011-toyota-innova-2-0-g-mpv/6563741,"RM 43,800"
https://www.carlist.my/used-cars/2008-toyota-estima-2-4-aeras-mpv/6603470,"RM 72,800"
https://www.carlist.my/used-cars/bmw-523i-2-5-f10-1-owner-with-warranty-provided-like-new/6591388,"RM 79,800"
https://www.carlist.my/used-cars/mercedes-benz-c200k-1-8-w204-1-uncle-owner-like-new-condition/6532571,"RM 47,800"
https://www.carlist.my/used-cars/2013-true-year-made-bmw-520i-2-0-warranty-provide-with-1-uncle-owner/6035182,"RM 99,800"
https://www.carlist.my/used-cars/2017-bmw-118i-1-5-m-sport-a-bmw-premium-selection/6656832,"RM 128,000"
https://www.carlist.my/used-cars/2008-hummer-h3-3-7-suv-uk-spec-rock-and-row-smart-sport-luxury-suv-h2/6656818,"RM 109,800"
https://www.carlist.my/used-cars/2014-bmw-328i-2-0-m-sport-sedan/6656814,"RM 139,800"
https://www.carlist.my/used-cars/nissan-almera-1-5-at-nismo-vl-new-facelift/6656800,"RM 37,800"
https://www.carlist.my/used-cars/2012-audi-a6-3-0-tfsi-quattro-s-line-petrol-well-maintain-good-condition-warranty/6620682,"RM 99,800"
https://www.carlist.my/used-cars/2010-audi-q5-2-0-tfsi-quattro-s-line-suv-mmi-good-maintain-good-condition/6602438,"RM 54,800"
https://www.carlist.my/used-cars/2011-bmw-730li-3-0-f02-cbu-local-s-roof-p-boot-rear-ent-vaccum-door-warranty/5943951,"RM 64,800"
https://www.carlist.my/used-cars/2011-volkswagen-new-beetle-1-6-coupe-condition-like-new/6538189,"RM 35,800"
https://www.carlist.my/used-cars/2014-volvo-xc60-2-0-t5-suv-ckd-local-p-start-p-boot-keyless-entry-warranty/6371981,"RM 67,800"
https://www.carlist.my/used-cars/2013-land-rover-range-rover-evoque-2-0-si4-dynamic-p-boot-meridian-warranty/6487145,"RM 125,800"
https://www.carlist.my/used-cars/2014-audi-a6-2-0-tfsi-hybrid-cbu-local-s-line-bose-sound-p-boot-p-start-s-roof-warranty/6465785,"RM 65,800"
https://www.carlist.my/used-cars/2011-audi-q7-3-0-tdi-quattro-s-line-diesel-new-7-seat-8-speed-221hp-warranty/5881288,"RM 75,800"
https://www.carlist.my/used-cars/2015-bmw-x4-2-0-xdrive28i-m-sport-coupe-direct-owner/6650683,"RM 163,999"
https://www.carlist.my/used-cars/2011-toyota-camry-2-4-v/6656747,"RM 61,800"
https://www.carlist.my/used-cars/year-made-2012-kia-sportage-2-0-sl-a-one-owner-kia-service-record-no-www/6656671,"RM 45,800"
https://www.carlist.my/used-cars/2014-perodua-axia-998-g-hatchback-accident-free-low-mileage-tip-top-condition/6656674,"RM 23,800"
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-trd-sportivo-sedan/6655868,"RM 52,800"
https://www.carlist.my/used-cars/2014-porsche-cayenne-3-6-suv/6654971,"RM 240,000"
https://www.carlist.my/used-cars/mercedes-benz-r280l-3-0-mpv-high-spec-mpv-sunroof-free-insurance/5871161,"RM 54,800"
https://www.carlist.my/used-cars/2015-mazda-2-1-5-skyactiv-g-hatchback/6656533,"RM 54,800"
https://www.carlist.my/used-cars/2013-bmw-320i-2-0-luxury-line-sedan/6656642,"RM 89,800"
https://www.carlist.my/used-cars/honda-civic-1-5-turbo-tc-premium-under-warranty-honda-full-service-record-full-body-kit-tc-tc-p-tcp-sedan/6605101,"RM 93,800"
https://www.carlist.my/used-cars/2017-toyota-vellfire-2-5-zg-sunroof-moonroof-pilot-seat-power-boot-20k-low-mileage-mpv/6599454,"RM 226,800"
https://www.carlist.my/used-cars/bmw-335i-3-0-n54-coupe-e92-twin-turbocharged-straight-six-in-line-black-interior-paddle-shift-sunroof-z4-e46-a5-s5-m3/6608881,"RM 63,888"
https://www.carlist.my/used-cars/honda-civic-2-0-fd-type-r-rim-mugen-rr-body-kit-paddle-shift-full-leather-seat-1-8-sedan/6631570,"RM 39,799"
https://www.carlist.my/used-cars/toyota-estima-2-4-aeras-facelift-mpv-panroof-full-leather-seat-acr50-reverse-camera-non-company-car-local-ap-keyless-push-start/6570875,"RM 82,800"
https://www.carlist.my/used-cars/toyota-harrier-2-4-240g-vvt-i-timing-chain-black-interior-one-owner-full-bodykit-full-leather-seat-suv/6635340,"RM 46,800"
https://www.carlist.my/used-cars/2015-ford-ranger-2-2-xlt-a-high-rider-pickup-truck/6626936,"RM 54,800"
https://www.carlist.my/used-cars/nissan-almera-1-5-v-vl-e-a-full-body-kit-15-sport-rim-mileage-only-87k-can-high-loan-to-8-years/6495571,"RM 28,800"
https://www.carlist.my/used-cars/toyota-alphard-2-5-sc-full-modelista-trd-bodykit-home-theatre-jbl-sound-system-pre-crash-semi-leather-pilot-seat-360-camera-memory-seat/6404678,"RM 217,800"
https://www.carlist.my/used-cars/2017-bmw-x5-2-0-xdrive40e-m-sport-uw22/6449801,"RM 233,800"
https://www.carlist.my/used-cars/2010-audi-q5-2-0-tfsi-quattro/6605718,"RM 59,800"
https://www.carlist.my/used-cars/2013-honda-cr-v-2-0-i-vtec-4wd/6045697,"RM 66,800"
https://www.carlist.my/used-cars/2009-toyota-vellfire-2-4-z-platinum/6093415,"RM 97,800"
https://www.carlist.my/used-cars/2011-toyota-harrier-2-4-l-package-reg-2015/6635332,"RM 77,800"
https://www.carlist.my/used-cars/2013-toyota-alphard-2-4-s-prime-type-gold-facelift-reg-2016/6553227,"RM 133,800"
https://www.carlist.my/used-cars/2010-toyota-estima-2-4-aeras-facelift/6505919,"RM 91,800"
https://www.carlist.my/used-cars/2011-nissan-sylphy-2-0-luxury-navi-sedan/6488705,"RM 27,800"
https://www.carlist.my/used-cars/2014-proton-exora-1-6-prime-cfe-premium-mpv/6656617,"RM 33,800"
https://www.carlist.my/used-cars/2018-mercedes-benz-a200-1-3-progressive-line-hatchback/6637718,"RM 185,000"
https://www.carlist.my/used-cars/2010-honda-civic-1-8-s-i-vtec-sedan/6575835,"RM 36,800"
https://www.carlist.my/used-cars/2015-honda-civic-1-8-s-i-vtec-sedan/6649649,"RM 55,800"
https://www.carlist.my/used-cars/2013-volkswagen-tiguan-2-0-a-full-4motion-spec-offer-8k-for-u/6574491,"RM 51,999"
https://www.carlist.my/used-cars/2014-ford-kuga-1-6-a-full-turbo-spec-for-u/6607084,"RM 44,999"
https://www.carlist.my/used-cars/bmw-x6-3-0-xdrive35i-twin-turbo-sunroof-powerboot-free-warranty/6656581,"RM 116,800"
https://www.carlist.my/used-cars/nissan-almera-1-5-vl-ori-impul-tuning-full-bodykit/6656125,"RM 34,800"
https://www.carlist.my/used-cars/2010-hyundai-sonata-2-4-high-spec-sedan/6648576,"RM 30,880"
https://www.carlist.my/used-cars/2017-honda-accord-2-0-i-vtec-vti-facelift-with-full-service-record-warranty/6656473,"RM 112,800"
https://www.carlist.my/used-cars/2014-mitsubishi-lancer-2-0-gte-sedan-sunroof/6654084,"RM 71,800"
https://www.carlist.my/used-cars/2017-mercedes-benz-glc200-2-0-ckd-16k-km-fs-uw2021/6649582,"RM 213,800"
https://www.carlist.my/used-cars/2006-toyota-alphard-3-0-ms-registered-2011-sunroof-home-theater/6457328,"RM 48,800"
https://www.carlist.my/used-cars/2010-mercedes-benz-c250-cgi-1-8-avantgarde-registered-2011-ckd/6207780,"RM 61,800"
https://www.carlist.my/used-cars/2015-bmw-316i-1-6-a-ckd-full-service-record-actual-year-make-2015/6635802,"RM 91,800"
https://www.carlist.my/used-cars/2011-audi-a4-2-0-tfsi-s-line-cbu-push-start-actual-year-make/5777923,"RM 56,800"
https://www.carlist.my/used-cars/2007-toyota-camry-2-4-v-actual-year-make/6425977,"RM 34,800"
https://www.carlist.my/used-cars/2006-toyota-harrier-2-4-a-reg-2010/6609658,"RM 45,800"
https://www.carlist.my/used-cars/2011-proton-inspira-2-0-p-convert-lancer-a/6655720,"RM 35,800"
https://www.carlist.my/used-cars/2018-perodua-bezza-1-3-x-premium-sedan/6656403,"RM 36,800"
https://www.carlist.my/used-cars/2010-volkswagen-golf-a-2-0-gti-well-maintained/6456006,"RM 59,888"
https://www.carlist.my/used-cars/2006-toyota-camry-a-2-0-e/6636718,"RM 23,000"
https://www.carlist.my/used-cars/2013-toyota-camry-a-2-5-v/6636713,"RM 85,000"
https://www.carlist.my/used-cars/2010-volkswagen-golf-a-2-0-gti/6636700,"RM 66,000"
https://www.carlist.my/used-cars/2013-proton-exora-a-1-6-bold-cfe-well-maintained/6636690,"RM 33,000"
https://www.carlist.my/used-cars/2015-bmw-528i-2-0-a-m-sport-full-svc-record/6267084,"RM 156,333"
https://www.carlist.my/used-cars/2011-proton-inspira-2-0-premium-auto/6656513,"RM 32,800"
https://www.carlist.my/used-cars/2015-peugeot-208-1-6-s-a-ori-sport-spec-for-u/6635365,"RM 26,999"
https://www.carlist.my/used-cars/2013-toyota-prius-c-1-5-a-h-l-full-trd-spec-for-u/6605224,"RM 27,999"
https://www.carlist.my/used-cars/2014-nissan-almera-1-5-v-a-nismo-spec-offer-8k-for-u/6573510,"RM 31,999"
https://www.carlist.my/used-cars/2011-toyota-avanza-1-5-e-mpv-a/6641509,"RM 28,000"
https://www.carlist.my/used-cars/2012-toyota-innova-2-0-g-mpv-a/6641510,"RM 47,000"
https://www.carlist.my/used-cars/2006-bmw-525i-2-5-m-sport-a-reg-2006-careful-owner-100-accident-free-original-m-sport-mileage-done-101k-km-18-sport-rims/6356939,"RM 35,800"
https://www.carlist.my/used-cars/2010-toyota-fortuner-2-7v-vvti-a-reg-2010-careful-owner-low-mileage-done-120k-km-100-accident-free-original-condition-seldom-use/6453917,"RM 56,800"
https://www.carlist.my/used-cars/2006-mercedes-benz-cls350-3-5cc-v6-coupe-a-reg-2008-uk-spec-careful-owner-100-accident-free-original-condition-18-sport-rims/6640373,"RM 37,800"
https://www.carlist.my/used-cars/2015-honda-accord-2-0-i-vtec-vti-l-a-reg-2015-one-careful-owner-low-mileage-done-35k-km-100-accident-free-17-sport-rims-high-spec/6592819,"RM 84,800"
https://www.carlist.my/used-cars/2011-porsche-panamera-3-6-v6-a-reg-2014-one-owner-sport-chrono-power-boot-mileage-done-74k-km-20-sport-rims/6372383,"RM 168,800"
https://www.carlist.my/used-cars/2011-toyota-land-cruiser-4-6-zx-v8-a-reg-2015-high-spec-one-careful-owner-sunroof-power-boot-home-theater-surround-system-20-sport-rims/6613619,"RM 198,800"
https://www.carlist.my/used-cars/2011-audi-q7-3-0-tdi-quattro-s-line-a-reg-2014-uk-spec-one-owner-mil-done-59k-km-free-2-years-warranty-of-engine-gearbox-20-s-rims/6432109,"RM 88,800"
https://www.carlist.my/used-cars/2014-isuzu-d-max-2-5-td-pickup-truck-no-off-road-one-owner-low-mileage/6656402,"RM 32,999"
https://www.carlist.my/used-cars/toyota-innova-2-0-g-mpv-budge-cheap-sell-low-mileage-7-seater-leather-seat/6656369,"RM 24,999"
https://www.carlist.my/used-cars/mercedes-c250-a-advantgarde-spec-memory-seat-eletric-seat-paddel-shift-we-have-more-mercedes-model-to-choice-up-to-2016-model/6569512,"RM 86,800"
https://www.carlist.my/used-cars/porsche-macan-2-0-a-reverse-camera-powerboot-full-service-malaysia-warranty-to-2021/6306673,"RM 259,800"
https://www.carlist.my/used-cars/2014-peugeot-3008-fl-1-6-auto-suv-full-spec-leather-electric-seat-r-camera-1-owner-excellent-condit-ion-low-mileage/6480182,"RM 45,800"
https://www.carlist.my/used-cars/2012-toyota-vellfire-2-4-zp-z-platinum-1year-wrrty/6614593,"RM 113,888"
https://www.carlist.my/used-cars/perodua-viva-elite-hatchback-1-0-a-full-service-record-lady-owner/6656479,"RM 15,800"
https://www.carlist.my/used-cars/2011-toyota-vellfire-2-4-zp-mile-80k-1year-warrnty/6610278,"RM 103,888"
https://www.carlist.my/used-cars/2016-nissan-teana-2-0-xl-leather-1year-warranty/6653232,"RM 68,888"
https://www.carlist.my/used-cars/2015-bmw-420i-sport-2-0-local-f32-gran-coupe/6653203,"RM 148,888"
https://www.carlist.my/used-cars/2016-nissan-teana-2-0-xe-a-tiptop-1year-warranty/6653218,"RM 65,888"
https://www.carlist.my/used-cars/2016-mercedes-benz-slk200-1-8-mile-36k-1year-wrnty/6653187,"RM 148,888"
https://www.carlist.my/used-cars/2015-nissan-teana-2-0-xe-1owner-full-spec-tip-top-like-new/6478990,"RM 67,800"
